Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	NrmseBefore(AE)	NrmseAfter(AE)
24.533493280410767	0	16248	90	-0.5289936697809343	-107.26236514366506	142.21922492681898	11.935330316539657	-460.8545638389553	180.53333333333333	195.1405874975498	32277	442	-107.26236514366506	0.0003110475490497193	0.36652848	1144.3127	0.007281531665255621	0.007279484650482878
59.42518925666809	1	16024	90	-0.410870505539991	-69.75099480002213	85.25509153435526	20.947282909529772	-345.3379603247506	178.04444444444445	190.37366245892494	48301	532	-69.75099480002213	0.00034510982180513465	0.36499196	900.69543	0.020723539518424382	0.020453436859652997
91.5594871044159	2	16106	90	-0.3581516606993103	-61.968317998009276	73.88441747806868	13.308085753421599	-297.32689497818274	178.95555555555555	184.5745203982579	64407	622	-61.968317998009276	0.0003499419832697887	0.36426574	845.3137	0.12107980527643263	0.11730093010814466
124.82341766357422	3	16301	88	-0.36501885353360636	-50.88102073534699	59.083481258279804	18.470579729528815	-204.12460913773617	185.23863636363637	196.65700380000465	80708	710	-50.88102073534699	0.0003447464240448451	0.3629039	1002.4911	0.14815498072606267	0.14411836506913878
158.93943119049072	4	16396	97	-0.27524525955469537	-48.70165414296644	67.11684684236603	40.77265291876331	-269.4329390807259	169.03092783505156	179.27847678777647	97104	807	-48.70165414296644	0.00033521467214159484	0.36216605	1002.6095	0.16441119463502996	0.16074839710871666
193.00557398796082	5	16383	93	-0.2392990147343842	-44.109211547924104	55.994837469879364	21.906022412374114	-220.89327639738704	176.16129032258064	178.01415253164814	113487	900	-44.109211547924104	0.00032771684234246187	0.36208338	902.9033	0.16518659333088548	0.16227368977156306
226.68668127059937	6	16039	80	-0.30553519256976525	-49.60857119136553	59.26121272844477	76.05819256843452	-212.82814293108407	200.4875	192.54817538411004	129526	980	-44.109211547924104	0.0003165758954356763	0.36013377	1081.6078	0.1750555614085262	0.17081889089448285
259.35550117492676	7	16103	103	-0.22883004859477607	-36.3401771479053	50.887506977487696	32.403272149925755	-211.1225393090325	156.3398058252427	164.51674175721112	145629	1083	-36.3401771479053	0.00031117069902677265	0.35937917	949.52325	0.13519090651621612	0.1322597323328562
292.214581489563	8	16081	94	-0.21481246697860898	-34.662594111265086	46.34542742425668	31.64093437776249	-185.61578125881022	171.0744680851064	183.06633138987314	161710	1177	-34.662594111265086	0.0003082180663676376	0.35878488	910.24896	0.1403413090164009	0.1368177546914299
325.6159346103668	9	16007	107	-0.18602161899882408	-29.543588627897805	48.304914765665	41.43567724187245	-193.95404293080782	149.5981308411215	172.14500841366237	177717	1284	-29.543588627897805	0.00030857946415156323	0.35741818	836.3677	0.1381789367137259	0.13484210182901893
