Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	NrmseBefore(AE)	NrmseAfter(AE)
15.534038066864014	0	16000	32	-0.36835452425036974	-184.17726212518488	33.23133668424223	-128.0393967204401	-243.11784695906033	500.0	0.0	32000	64	-184.17726212518488	7.28517228787255e-05	0.36589754	4799.479	0.008124860951043755	0.008121839598991952
34.684176445007324	1	16000	32	-0.25544238496950433	-127.72119248475217	51.82158913853772	-17.231233008358416	-227.34881582208624	500.0	0.0	48000	96	-127.72119248475217	7.905977152188444e-05	0.36561918	4000.4841	0.02380331691776581	0.023306081059372933
63.05966281890869	2	16000	32	-0.27193904658608453	-135.96952329304224	43.98949112873573	-27.567746834941595	-225.05984775897934	500.0	0.0	64000	128	-127.72119248475217	8.390316232991851e-05	0.3638153	3641.3555	0.13905884872487864	0.1319267083908636
92.59251618385315	3	16000	32	-0.21607232828537215	-108.03616414268608	40.98322494569612	-24.56958259537842	-186.97890197185134	500.0	0.0	80000	160	-108.03616414268608	8.705917140671385e-05	0.36418393	3630.4507	0.15774448668556706	0.15097342076955592
121.51080417633057	4	16000	32	-0.18123150592828866	-90.61575296414432	37.709100909945306	-13.274959082183534	-166.15861903400776	500.0	0.0	96000	192	-90.61575296414432	8.969568987924207e-05	0.3637041	3812.348	0.12003670811113905	0.11769726244601048
150.95386481285095	5	16000	32	-0.1807525188462657	-90.37625942313285	41.70642611481269	-0.22091158394741672	-148.81873600210665	500.0	0.0	112000	224	-90.37625942313285	9.11426858879548e-05	0.36272255	3925.7249	0.10564437386031603	0.10450779922936551
178.23394536972046	6	16000	32	-0.16926125226283215	-84.63062613141608	24.745528376740275	-43.80408808396452	-131.00732182236337	500.0	0.0	128000	256	-84.63062613141608	9.376970077178118e-05	0.36233893	2485.8562	0.11654293015215889	0.1152048709150445
206.19767999649048	7	16000	32	-0.15265711130513854	-76.32855565256926	31.418524793104226	-18.235870601552495	-169.6599905332803	500.0	0.0	144000	288	-76.32855565256926	9.557958126454174e-05	0.36162916	3020.3718	0.1198470451608848	0.11785886979839097
233.56913137435913	8	16000	32	-0.12658775465858907	-63.29387732929453	27.37887758554115	-11.705836289852355	-119.16308016927412	500.0	0.0	160000	320	-63.29387732929453	9.803220889170425e-05	0.361207	2804.5605	0.09213268820961525	0.0890601556768163
260.41982793807983	9	16000	32	-0.10401436166521333	-52.007180832606664	22.16373020248425	-6.374611283301022	-115.97325296739207	500.0	0.0	176000	352	-52.007180832606664	0.00010089887537360408	0.36074877	2610.7563	0.10221560809323112	0.09193164827417658
287.74606585502625	10	16000	32	-0.11240002674285571	-56.20001337142784	21.911809782471135	-14.446480431378339	-126.93399129603696	500.0	0.0	192000	384	-52.007180832606664	0.000104008597400356	0.36119735	2065.3354	0.09145806167172073	0.08737638802227318
314.9991445541382	11	16000	32	-0.08378436176212806	-41.892180881064036	17.772807913833425	-1.6825188942009106	-76.85583151781498	500.0	0.0	208000	416	-41.892180881064036	0.00010740356657788854	0.36134335	1949.0879	0.0841465710633581	0.08176434945661293
342.38958859443665	12	16000	32	-0.07375944112255602	-36.879720561278006	20.44775218041735	2.6883976035589767	-79.55808554147012	500.0	0.0	224000	448	-36.879720561278006	0.00011091350967510801	0.3610227	1451.7834	0.10783690238538157	0.10327939299562755
369.1877193450928	13	16000	32	-0.07520478817120582	-37.60239408560291	23.155941163489366	5.032791733469188	-87.31551168898244	500.0	0.0	240000	480	-36.879720561278006	0.00011418936964635114	0.3607626	1396.8148	0.1149325496014421	0.11326074861576038
395.6233026981354	14	16000	32	-0.062263938712450256	-31.131969356225127	24.021427830125802	18.147226949807095	-86.64847679858488	500.0	0.0	256000	512	-31.131969356225127	0.00011721440789759384	0.36095786	1782.4795	0.11522468645188838	0.11430011082839622
422.8474187850952	15	16000	32	-0.05730995407595527	-28.654977037977634	22.065996624301356	9.243869093790236	-92.17303907733691	500.0	0.0	272000	544	-28.654977037977634	0.00012019135037665246	0.36095083	1509.7599	0.10867311809436722	0.10648806063248036
449.64618730545044	16	16000	32	-0.05141904135344981	-25.709520676724907	18.91447946654828	22.172850181723053	-65.95599186812845	500.0	0.0	288000	576	-25.709520676724907	0.00012313245218888345	0.36011043	1232.1561	0.0848654399807724	0.08305299106563406
476.0360951423645	17	16000	32	-0.038322387295884996	-19.161193647942497	18.661304853763465	15.308074917108573	-69.82587713075897	500.0	0.0	304000	608	-19.161193647942497	0.00012597891554325623	0.35987094	1165.8672	0.10505461486696266	0.09911563968246137
502.16118454933167	18	16000	32	-0.03233882917713505	-16.169414588567527	21.87973267766335	21.80941210052019	-72.06174533389775	500.0	0.0	320000	640	-16.169414588567527	0.00012864061976764054	0.3595654	1201.8257	0.10701227475655006	0.10554972885378375
528.8123834133148	19	16000	32	-0.04204292776767521	-21.021463883837605	20.654216021948223	24.62549677544478	-74.35244530568862	500.0	0.0	336000	672	-16.169414588567527	0.00013134253072384172	0.35963163	1331.5497	0.10056030527813262	0.09919034552496081
555.8766672611237	20	16000	32	-0.009253101800982943	-4.6265509004914716	20.549785218334822	27.05867005187216	-62.81616949198481	500.0	0.0	352000	704	-4.6265509004914716	0.00013375347110870233	0.35915115	1216.5548	0.09630708703113622	0.09456284792901933
