Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	ExplainVarianceBefore(AE)	ExplainVarianceAfter(AE)	MeanExplainVarianceBefore(AE)	MeanExplainVarianceAfter(AE)	NumberOfExpertRollouts	NumberOfLearnerRollouts
2230.054673433304	18	50234	885	5.1457533053732	291.89426573055414	72.74525910639494	629.4220534211869	98.44788040783683	56.76158192090396	13.996395572537594	1003248	30430	291.89426573055414	0.03511149719794321	0.13144614	15.9565325	0.6036945846479461	0.6258950814947833	nan	nan	0.0	900
2344.220867872238	19	50244	872	5.14049810172811	295.8715841270364	67.11231396541648	602.9161909979505	114.69576160397922	57.61926605504587	13.059566967154067	1053476	31330	295.8715841270364	0.03431571869971449	0.13109577	19.04998	0.6074491378124678	0.6260785436085216	nan	nan	0.0	877
2458.0793006420135	20	50209	835	5.157028792551263	309.7339621897415	70.81201967532719	640.9518239092633	148.42696769842837	60.13053892215569	13.757818517782734	1103675	32207	309.7339621897415	0.03366321082596484	0.13096774	16.55534	0.6420099635612864	0.6637440023638492	nan	nan	0.0	836
2572.3034925460815	21	50260	827	5.146780719349314	312.532294528414	76.18074709894303	670.9039154070721	106.54591771990465	60.77388149939541	14.746742137719945	1153879	33043	312.532294528414	0.03321089355420278	0.13054232	14.611213	0.6595410816095324	0.6650956606526097	nan	nan	0.0	815
2686.294970035553	22	50240	811	5.148062802626534	318.62921197198904	73.29808844918422	616.4283986302719	117.6663466106553	61.9482120838471	14.08927957347477	1204065	33858	318.62921197198904	0.032592768235427845	0.13009478	17.304583	0.6527096149057012	0.65721371368079	nan	nan	0.0	798
2804.149795293808	23	50148	786	5.14447299505822	327.8468953458735	74.73917941288366	711.2865297049289	155.13291864223126	63.80152671755725	14.433890628896465	1254281	34656	327.8468953458735	0.03184702670701711	0.12954922	17.476648	0.639072545136125	0.6558570691733749	nan	nan	0.0	783
2920.800456762314	24	50162	769	5.158474569648333	336.1504607783913	75.27792058575805	642.1394759217354	158.40456286006085	65.23016905071522	14.374982787484393	1304633	35439	336.1504607783913	0.031273788897888566	0.12921713	17.105745	0.6384221031589119	0.6581536416287661	nan	nan	0.0	766
3040.422841310501	25	50203	756	5.15055148390998	341.21855797086226	76.23394806884995	681.1995955568918	157.5064901484901	66.40608465608466	15.197741234747221	1354866	36205	341.21855797086226	0.030748971934249705	0.12890661	17.60929	0.6670115091948672	0.6781339182026864	nan	nan	0.0	762
3153.4301495552063	26	50177	744	5.168190539635807	348.2341855400986	77.92817671788545	683.5150160146308	156.21734994031016	67.44220430107526	14.835274494750854	1405243	36967	348.2341855400986	0.030339206754734536	0.12858212	16.464413	0.6854601823833921	0.6985287543452645	nan	nan	0.0	732
3267.015864610672	27	50282	732	5.173100993523834	354.4317571302145	78.57001449952755	659.2126207979886	153.69315080747356	68.69125683060109	15.67010589112135	1455626	37699	354.4317571302145	0.029961661739483825	0.12836698	16.622133	0.6917804470112876	0.7016028192899824	nan	nan	0.0	739
3384.2417500019073	28	50258	713	5.171853092783264	363.9153836977322	79.7903106964786	670.4322046811769	178.08577665155477	70.48807854137448	15.638632562529526	1505872	38438	363.9153836977322	0.02962765960837378	0.12788886	15.11362	0.7054781366365009	0.7124773300034554	nan	nan	0.0	715
3499.182763814926	29	50279	702	5.179712389624225	370.3192554311686	84.51704809599318	690.9376371040091	151.72714943481316	71.62250712250712	16.487021762338692	1556053	39153	370.3192554311686	0.029312120062078496	0.12751797	16.870882	0.7017214595060401	0.7094985904862987	nan	nan	0.0	712
3615.036294221878	30	50325	692	5.175265635421132	375.70845219826515	80.77234527968382	884.3564716433167	164.59844377628133	72.72398843930635	15.717993526800322	1606318	39865	375.70845219826515	0.028863071509166994	0.12744722	17.503086	0.706453539461463	0.7203837059820215	nan	nan	0.0	699
3731.8410301208496	31	50321	685	5.183332804499542	380.1481186024796	80.16066294058668	715.6670603470225	185.30788303587164	73.46131386861313	15.617425454785852	1656652	40564	380.1481186024796	0.028507979341906145	0.12714158	16.586868	0.7027690977507333	0.706095313987546	nan	nan	0.0	686
3847.9668164253235	32	50226	667	5.154526592903085	387.42870968203187	82.07906483234308	742.3245491909418	183.98649236925888	75.30134932533733	15.98239421100771	1706939	41250	387.42870968203187	0.028170049877820763	0.12690519	17.037031	0.7016190439278585	0.7141126796054866	nan	nan	0.0	675
3961.534303665161	33	50383	675	5.157353135687291	384.4818728049077	83.13094382314681	728.7826469123604	182.7408393295942	74.64148148148148	16.041300331448543	1757218	41925	387.42870968203187	0.027834038628439944	0.1266712	18.22924	0.6978355225352829	0.7135290758292804	nan	nan	0.0	661
4075.528015613556	34	50337	648	5.149413881919498	399.436856516327	88.86954518222979	785.3509889775908	184.7906221829401	77.68055555555556	17.245364156101292	1807544	42586	399.436856516327	0.027577651479898557	0.12629934	17.208612	0.7086214574828529	0.7148109500349511	nan	nan	0.0	659
4191.943179368973	35	50262	642	5.151463067295728	402.48627551961494	81.67147988047243	811.2669943295771	198.6504079568168	78.28971962616822	15.94822777239744	1857815	43245	402.48627551961494	0.02717036492285159	0.1258401	18.396605	0.7169312585226866	0.7301295692418607	nan	nan	0.0	640
4308.1961715221405	36	50278	643	5.154762003621156	402.41753132480767	81.11969578667784	766.0758819491758	196.9812560760452	78.19284603421463	15.872258685773557	1908247	43885	402.48627551961494	0.02676861199959427	0.12541422	18.012407	0.7080807235515474	0.7167328434706972	nan	nan	0.0	633
4433.200284957886	37	50374	619	5.14735039036835	417.8911840159898	90.52334971037429	738.4083540864084	174.44430841909542	81.37964458804524	17.94812951323688	1958517	44518	417.8911840159898	0.02640225463811286	0.12515183	19.283564	0.7156620829754345	0.735502407370481	nan	nan	0.0	613
4551.171797275543	38	50264	611	5.156785046794514	423.5722486248901	90.90522234689982	840.4532789898433	110.89084312594501	82.26513911620295	17.649573441207803	2008899	45131	423.5722486248901	0.026109133983304347	0.12497519	17.805586	0.7338112675684569	0.740188406022747	nan	nan	0.0	619
4666.345428943634	39	50228	608	5.174918281775075	426.78665384323494	91.5619194537538	791.0617136165766	182.4655587940895	82.61184210526316	17.82297797718073	2059379	45750	426.78665384323494	0.02582761297325375	0.12471728	18.22695	0.7183712951293868	0.7320730529309308	nan	nan	0.0	622
4781.7480528354645	40	50376	610	5.178642015929068	426.9897780043157	92.58539012233527	797.9870567208237	176.33917143715593	82.58360655737705	17.99955537090072	2109643	46372	426.9897780043157	0.025522800714803832	0.12461133	19.036713	0.7193322435653302	0.7285899348647471	nan	nan	0.0	605
4898.55366897583	41	50337	604	5.165880596851151	429.5961090843063	89.63465537469686	793.8280594352503	217.94158240107	83.33940397350993	17.65036733879557	2159970	46977	429.5961090843063	0.02524456577549599	0.124260634	18.37067	0.7106485901975224	0.7213956366415639	nan	nan	0.0	606
5018.035886287689	42	50449	599	5.184782334655906	435.92817611122047	90.38557795918932	737.6639399977998	196.84426705900978	84.2220367278798	17.579557728847725	2210348	47583	435.92817611122047	0.024879027030791034	0.124006145	22.089417	0.7142833961966245	0.7248773085584497	nan	nan	0.0	596
5136.944610118866	43	50396	583	5.194218718830089	448.034500914566	93.40874115996927	784.9355382236563	211.85901847095224	86.44253859348198	18.366752769002748	2260868	48179	448.034500914566	0.024576249398252942	0.12384218	19.737223	0.7144686115859795	0.7273767612731943	nan	nan	0.0	588
5254.061863422394	44	50478	583	5.190195385924274	448.3447306469516	87.58676683365687	861.4632584818161	236.36381213223288	86.58319039451115	17.231633286045312	2311334	48767	448.3447306469516	0.024299702701453558	0.12354647	19.193922	0.729420156026086	0.7374189285886742	nan	nan	0.0	578
5371.634208917618	45	50317	572	5.173495123000549	454.3586749412199	90.59519124377732	746.2697556045993	240.9208568684956	87.96678321678321	17.514248389391785	2361650	49345	454.3586749412199	0.024042010947746082	0.123091996	19.975348	0.7154572724643049	0.7320178885491969	nan	nan	0.0	580
5488.2603397369385	46	50400	559	5.155588716394218	464.45788981823455	102.3983538984959	1009.5030145945916	172.04045276329543	90.16100178890876	19.559436953851616	2412063	49925	464.45788981823455	0.02377338211487517	0.12280844	20.558683	0.712832783030197	0.7212956970215867	nan	nan	0.0	562
5604.821710586548	47	50272	554	5.147347919237719	466.7416104588954	100.98804363884913	1071.3361830014605	240.5868358174673	90.74368231046931	19.2378051244776	2462383	50487	466.7416104588954	0.02348744073808992	0.1224085	26.723862	0.6791604422256546	0.6883752309544879	nan	nan	0.0	570
5722.448104381561	48	50296	552	5.164293907738787	470.02160269865357	97.42479365360526	854.3873819411754	237.74848692425562	91.1159420289855	18.72264089501254	2512749	51057	470.02160269865357	0.023195399456102432	0.122267246	24.238352	0.7094008994342473	0.712096106013349	nan	nan	0.0	560
5841.8170800209045	49	50484	549	5.162663786249359	474.27850993934874	99.41958233633287	834.1038028224872	210.2852511105648	91.95628415300547	18.986763235947016	2563145	51617	474.27850993934874	0.022915517208270644	0.121902056	25.986042	0.7009773201726832	0.719648469751767	nan	nan	0.0	559
5963.581210374832	50	50476	552	5.201718102685726	475.01735653112576	94.5332752087972	808.9966908279963	200.78754053818585	91.44202898550725	18.117978146446195	2613617	52176	475.01735653112576	0.0226484749464947	0.12154376	26.24432	0.7048106398206432	0.7131615257107333	nan	nan	0.0	549
6080.335517883301	51	50567	543	5.1896127423698575	482.9587493099823	100.34437174779265	896.8785474194555	223.00005006429103	93.12523020257827	18.847037876902004	2664082	52725	482.9587493099823	0.022371604479685402	0.1213113	25.54609	0.7128750985311181	0.7231632212275996	nan	nan	0.0	540
6197.8118307590485	52	50468	537	5.177526647202371	486.04844809052474	99.69426899337842	957.3772163705855	252.47855330697803	93.98137802607076	19.071257819650405	2714534	53265	486.04844809052474	0.0221042096460482	0.1209929	22.595327	0.7070136604137676	0.7185848303483068	nan	nan	0.0	534
6316.347827911377	53	50458	529	5.180221127105283	494.1399946382363	107.54683689868726	920.6441393885018	235.7612207891197	95.38374291115312	20.038295104092736	2764937	53799	494.1399946382363	0.02190110018723405	0.12112201	21.209827	0.7178573706571277	0.7268304046888515	nan	nan	0.0	530
6434.5024082660675	54	50309	527	5.185503260092306	494.11699402643245	108.28990455951609	977.0889967067966	214.30413019007165	95.4629981024668	21.14273478704065	2815192	54329	494.1399946382363	0.021601481767403976	0.12065859	25.49678	0.726166437756014	0.738762120436656	nan	nan	0.0	529
6554.27734041214	55	50423	521	5.192097298579943	501.97847971024373	110.41309336345637	928.9288471912243	258.75548106832014	96.78119001919386	21.13356917306406	2865505	54858	501.97847971024373	0.021400875979659947	0.120240405	24.559975	0.7220983035172792	0.734135991936951	nan	nan	0.0	510
6675.208233833313	56	50469	521	5.180128664080584	501.46367337334107	108.56594494145013	944.8160471749421	254.5801397794495	96.86948176583493	20.604078978609287	2915736	55368	501.97847971024373	0.02117827924283759	0.12017905	25.150343	0.7182008145473179	0.7280182037080789	nan	nan	0.0	509
6797.144151926041	57	50405	503	5.16064902782512	516.7900957337451	124.31457226823987	1193.3813158170417	265.38821831021374	100.20874751491054	23.751408099345582	2966139	55877	516.7900957337451	0.020953016492579597	0.11985027	23.856993	0.7214036940257753	0.7332410251018053	nan	nan	0.0	512
6918.245384216309	58	50324	510	5.187412921863706	511.99841491541986	115.7887856874039	940.1489555315521	231.41699758504922	98.67450980392157	21.4473348875639	3016567	56389	516.7900957337451	0.02080336197004742	0.11957984	22.375912	0.7292289202970059	0.7355663062210331	nan	nan	0.0	519
7038.802186727524	59	50416	505	5.172480439777249	516.3226491952543	110.99659159686004	980.8566609135457	213.37805472308045	99.83366336633664	20.76259144257841	3067015	56908	516.7900957337451	0.02059886727647955	0.11939861	24.276415	0.7267885724489033	0.7319198330773322	nan	nan	0.0	505
7160.369480609894	60	50358	503	5.172759002059241	517.5278686006311	119.18948503649469	1006.9039878990171	240.1147415855756	100.11530815109344	22.653993110078503	3117426	57413	517.5278686006311	0.020434799552088344	0.118919216	23.593021	0.7109228619261571	0.7221151027386175	nan	nan	0.0	505
7278.452440738678	61	50296	501	5.209924863754921	522.3642836879278	119.78056685833899	1086.395192095287	286.2846500134958	100.39121756487026	23.007389308415522	3167702	57918	522.3642836879278	0.020199306489676685	0.11864623	25.633276	0.7191624290077403	0.7338055410795536	nan	nan	0.0	502
7405.64200258255	62	50410	491	5.208559621806067	534.5118503401458	119.31326737505277	1168.8361664162921	311.04113897679076	102.66802443991854	22.50616064035046	3218236	58420	534.5118503401458	0.020029132943581565	0.118448794	24.568615	0.6929844815456161	0.7045452351166888	nan	nan	0.0	493
7528.121634721756	63	50511	497	5.240559018507372	531.7142318097668	112.0114658589275	984.5126297869008	264.8532734838537	101.6317907444668	21.40373694342497	3268574	58913	534.5118503401458	0.019838575674781186	0.11842777	24.085278	0.7095066938040617	0.7197116379383919	nan	nan	0.0	498
7647.014835119247	64	50566	481	5.227179705424016	548.7188327109744	115.11867733899176	938.2878854220436	294.60448217789235	105.12681912681913	22.073269788465755	3319003	59411	548.7188327109744	0.01964781420371816	0.117997475	26.213234	0.7206678515997994	0.7338560892389936	nan	nan	0.0	486
7769.927977800369	65	50405	483	5.264416768568951	548.2710678793297	128.66066209399813	1167.2919743356474	261.54838045183095	104.35817805383023	24.753402225396652	3369375	59897	548.7188327109744	0.01945472489989484	0.11750607	27.029552	0.7186255408743782	0.7287258627984543	nan	nan	0.0	478
7894.382253408432	66	50447	484	5.25618732746513	547.1772269137391	123.85464241308573	1061.4436229172497	223.79210453938188	104.22933884297521	23.36255495323739	3419923	60375	548.7188327109744	0.019275184961987057	0.11717452	28.306635	0.7045490556566133	0.7126466482105152	nan	nan	0.0	481
8016.217923879623	67	50406	484	5.26203030527664	547.4001001938886	117.90638401796171	1007.7560787085481	226.8343487538624	104.14462809917356	22.14405671962989	3470247	60856	548.7188327109744	0.0190871208306343	0.11692265	24.436352	0.7067284860581671	0.7169187422199734	nan	nan	0.0	474
8140.1524493694305	68	50384	469	5.241546124763431	562.4130803021548	123.14823031802867	1049.6152964834607	279.09252006262346	107.42857142857143	23.169941244571184	3520775	61330	562.4130803021548	0.01892152894430897	0.11688799	26.472496	0.7046768882888108	0.7155374585271179	nan	nan	0.0	470
8262.482829332352	69	50245	462	5.2485840481446395	569.8238784041148	125.37679835526342	1105.8406074166369	324.5736936862229	108.75541125541126	24.210537644917704	3571170	61800	569.8238784041148	0.01874364330252298	0.11627348	27.85599	0.6953988755396768	0.7008626608949697	nan	nan	0.0	464
8384.238499641418	70	50622	461	5.243955135837026	575.7892489864688	122.64336126857482	955.6903406952437	328.73054229098295	109.80911062906725	22.384783418878634	3621592	62264	575.7892489864688	0.018598947037948375	0.11629373	27.317005	0.709866762705472	0.7231980894081642	nan	nan	0.0	466
8506.072954177856	71	50566	458	5.244265827305483	578.304294394896	132.64210581186273	1202.8514705147404	202.0503191176528	110.4061135371179	25.214817803435974	3672159	62730	578.304294394896	0.01844009055618016	0.116059124	28.442223	0.721812844708983	0.7332932570279096	nan	nan	0.0	463
8628.528402805328	72	50581	466	5.255614156769052	569.4039065600724	127.3913382238613	1051.41029796259	254.42558788779687	108.54291845493562	24.220625837210317	3722650	63193	578.304294394896	0.01830439253534113	0.11593863	31.432104	0.7098878810674797	0.7172312400879217	nan	nan	0.0	447
8752.420016050339	73	50371	449	5.267434105239721	590.1543914294397	143.94340198525035	1096.0270145530824	324.4796171331426	112.184855233853	27.117153120362904	3773053	63640	590.1543914294397	0.01812806767444192	0.11573353	29.150572	0.7019116209919265	0.7134274300211747	nan	nan	0.0	455
8874.158924341202	74	50684	440	5.277590855597785	607.1667198899125	135.72012244545542	1100.4708454722224	302.4392734120516	115.19090909090909	25.64778759005273	3823730	64095	607.1667198899125	0.017980296967253485	0.115605175	31.494371	0.6947219539237139	0.6997181695354181	nan	nan	0.0	452
8999.881246805191	75	50367	444	5.280528366451647	598.4204698503258	143.2370097238004	1576.0248253958337	241.8116169739598	113.4391891891892	27.166792050839877	3874090	64547	607.1667198899125	0.017758793721392396	0.11571284	31.348787	0.6925444992204	0.7073377152376026	nan	nan	0.0	446
9119.118223428726	76	50427	437	5.26750828308962	607.928624064698	148.12675689497382	1318.3938289638365	326.0126706163777	115.39359267734554	27.131609996565135	3924640	64993	607.928624064698	0.017582020221612996	0.1155702	34.060917	0.6627053283511746	0.6714997931916548	nan	nan	0.0	431
9239.205648183823	77	50511	442	5.2721781199026685	601.660645856236	147.46090634692035	1297.1273970527238	228.16415037920765	114.27828054298642	27.852340596105684	3975156	65424	607.928624064698	0.01737024069360245	0.11531572	34.363964	0.6720432259113567	0.6818015384551408	nan	nan	0.0	438
9358.877318143845	78	50504	429	5.261670008719296	618.6544678924985	143.43519809890722	1246.1542220405968	323.5178584576982	117.72494172494173	26.887382467475614	4025534	65862	618.6544678924985	0.01718746869154639	0.11465832	35.190468	0.6731108026504398	0.682560666619846	nan	nan	0.0	424
9479.02470755577	79	50425	422	5.2922306961571906	631.4712049854054	156.1235782370807	1153.1683264039307	325.671056346865	119.49052132701422	29.353357191319766	4075832	66286	631.4712049854054	0.01701239925919297	0.11444864	34.168987	0.6807867885062349	0.6910601037458488	nan	nan	0.0	422
9599.166722774506	80	50659	419	5.266696886467392	636.5862184118158	163.0440266847608	1288.6768136170733	271.03603201165487	120.90453460620525	30.266208753743417	4126347	66708	636.5862184118158	0.01685139811452135	0.114591405	36.930153	0.6842559130601749	0.6977968162759551	nan	nan	0.0	413
9721.952843666077	81	50266	411	5.306804943474635	648.5564404653655	151.1809978620606	1200.633362648343	332.2826978236021	122.30170316301704	27.934080764282623	4176720	67121	648.5564404653655	0.016679329871843698	0.11448306	34.060577	0.6763541985315933	0.6808075665016422	nan	nan	0.0	415
9847.259774208069	82	50458	400	5.289504511179777	666.4294265129839	164.77029790576017	1293.222711365856	271.98028611734634	126.145	30.76416706169696	4227283	67536	666.4294265129839	0.016465722168251956	0.11422194	36.314514	0.6868232147666076	0.7019374713457973	nan	nan	0.0	411
9972.000855207443	83	50321	403	5.3108453812436425	662.9407505492651	168.72021284701356	1308.8537624289877	353.7417937252699	124.86600496277916	30.865785030167487	4277787	67947	666.4294265129839	0.016317455719981975	0.11394514	36.730186	0.6798262949945046	0.6892445378183408	nan	nan	0.0	404
10098.671236038208	84	50549	393	5.339766885411401	686.9498390746606	177.11498186446687	1372.574216425828	306.5930006778534	128.62340966921118	32.082839048347104	4328407	68351	686.9498390746606	0.01610898105910149	0.1134814	49.06789	0.6722908214225967	0.6812463757137652	nan	nan	0.0	395
10222.577622652054	85	50657	384	5.283466441587894	696.3887145274362	171.44241273208436	1240.0455624446022	345.0736003783277	131.91927083333334	31.669537865825937	4378845	68746	696.3887145274362	0.015938284295350068	0.11324531	48.211628	0.6280175615531849	0.6321053410306265	nan	nan	0.0	385
10349.356312036514	86	50488	382	5.278077084426325	698.4099179299853	188.28805621189574	1563.3801106893102	364.12752288569845	132.1675392670157	34.032217469362266	4429281	69131	698.4099179299853	0.015694755452371974	0.11293159	49.099422	0.6119075108336138	0.6325614073607149	nan	nan	0.0	374
10480.032507658005	87	50507	371	5.27848212489	718.815266968426	187.8925262101797	1502.8228056869054	344.3459055900623	136.13746630727763	34.516919919023834	4479875	69505	718.815266968426	0.015459989364630259	0.112675846	46.11403	0.6139550675603505	0.6281782444574895	nan	nan	0.0	380
10605.480987548828	88	50501	364	5.299568064395133	736.8111533064027	207.24975313672817	1624.6003162755037	296.9634509767032	138.73901098901098	36.976165698880784	4530407	69885	736.8111533064027	0.015218504401651083	0.11234287	51.008537	0.6431902134626679	0.654307112104163	nan	nan	0.0	378
10731.763350248337	89	50897	361	5.292437441622935	747.2823828965817	208.83646092081568	1501.1415299089308	389.7293903138056	140.98891966759004	37.535429456499514	4581079	70263	747.2823828965817	0.01502086204271704	0.11241359	48.370483	0.6309965902944401	0.640134879586898	nan	nan	0.0	363
10858.846791505814	90	50768	346	5.299891418544795	779.3122690510847	235.06113243128226	1634.4298185257035	372.9178104219888	146.72832369942196	41.82299829289332	4631568	70626	779.3122690510847	0.014817513017372294	0.11199559	47.208973	0.6295738107220077	0.6469466606908716	nan	nan	0.0	349
10987.267703294754	91	50745	349	5.313153327137813	772.7118399960522	208.67101560985134	1600.5055071465342	383.27371611645253	145.40114613180515	37.725438490335684	4681978	70975	779.3122690510847	0.014641933647249639	0.112025544	53.710648	0.6290817784600695	0.636684205956894	nan	nan	0.0	357
11115.956064462662	92	51114	341	5.316415569830415	799.2598632518967	230.10422555883184	1588.2542695269635	316.4850006544133	149.89442815249268	40.58488080060944	4732708	71332	799.2598632518967	0.014358679523668452	0.11151708	67.58464	0.6186108384400822	0.6261781157705733	nan	nan	0.0	336
11245.071126461029	93	50659	338	5.352254620796088	802.951450832793	226.3637473035665	1889.8092278110744	346.8884543951287	149.87869822485206	40.8730183504303	4783224	71668	802.951450832793	0.014108463733052364	0.11098461	59.1706	0.5714173635128363	0.5873955631533312	nan	nan	0.0	332
11375.035606384277	94	50610	329	5.336335267586486	822.4670185420578	238.91178370983187	1670.085630569381	389.0912114065081	153.82978723404256	42.44139417441902	4834071	72000	822.4670185420578	0.01378105782742961	0.11048674	73.57065	0.5850677498902368	0.5863683409539114	nan	nan	0.0	326
11504.75801539421	95	51186	310	5.394116809666947	893.4398798715032	281.52702640406307	1817.1662474193758	412.66821348024445	165.11612903225807	49.42011538200257	4884776	72326	893.4398798715032	0.006682746342186509	0.11002983	84.3301	0.5529853273231677	0.5683170806269113	nan	nan	0.0	318
11637.844999790192	96	50636	309	5.395333506721322	884.686459313621	267.9371816173987	1945.4231964226676	427.8206008322098	163.8705501618123	48.34941665248748	4935734	72644	893.4398798715032	0.006505661422465022	0.10976179	86.55836	0.6169326154364686	0.6288732279893676	nan	nan	0.0	305
11763.410759687424	97	50349	303	5.397318914414557	899.234127724826	284.5900679314902	1828.549963354282	386.299419009539	166.16831683168317	50.402879057638735	4986330	72949	899.234127724826	0.012785977588745005	0.109608956	70.1994	0.620827900217004	0.6307586020926197	nan	nan	0.0	310
11896.247034788132	98	50437	296	5.412041738029011	923.4831524418946	306.5418441896539	2080.2755455189586	470.70732340983153	170.39527027027026	55.146633567660984	5037033	73259	923.4831524418946	0.012520864553690423	0.109350696	81.09975	0.5652977337542947	0.5763434712842411	nan	nan	0.0	298
