Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	NrmseBefore(AE)	NrmseAfter(AE)
14.566212892532349	0	16000	320	-1.0512245923521009	-52.56122961760504	18.614291974527845	-28.406446835484076	-124.64139964324484	50.0	0.0	32000	640	-52.56122961760504	0.0023465064896388663	0.3668873	259.1727	0.009333266539580097	0.009328937969166836
43.975796699523926	1	16000	320	-1.0248840514894992	-51.244202574474954	16.060335992376498	-24.643668696441384	-104.70002231662369	50.0	0.0	48000	960	-51.244202574474954	0.0023344011306788742	0.36017263	294.77686	0.04083995621864691	0.038317379244590874
73.75542640686035	2	16000	320	-0.9476516879987233	-47.382584399936164	13.336906481951196	-25.640505347027204	-100.4940246197792	50.0	0.0	64000	1280	-47.382584399936164	0.002564337827337061	0.3557335	201.18858	0.042428634336762056	0.04035031570632028
103.39182543754578	3	16000	320	-0.8954332413955877	-44.77166206977939	12.3431481142007	-22.40982459165303	-117.86347799709037	50.0	0.0	80000	1600	-44.77166206977939	0.002679798760313435	0.3485931	235.63457	0.06289408008468228	0.060005928943135535
133.136372089386	4	16000	320	-0.8797598791369949	-43.98799395684974	10.346912854126339	-21.529334577239318	-82.04662980027325	50.0	0.0	96000	1920	-43.98799395684974	0.0028200678161601706	0.3440709	222.6554	0.05659440398225116	0.0550129232620378
163.11704850196838	5	16000	320	-0.8358545622583049	-41.79272811291525	10.300131723408466	-21.471549192627577	-79.07495314860626	50.0	0.0	112000	2240	-41.79272811291525	0.002944153171448942	0.33644086	178.26222	0.04082006407763326	0.039707731623966104
193.1183454990387	6	16000	320	-0.7835754356844392	-39.17877178422195	9.568043997349378	-17.73611732169675	-76.82917541098833	50.0	0.0	128000	2560	-39.17877178422195	0.003073654988100665	0.33159494	176.00789	0.0718725115068349	0.06930605825495621
223.05600690841675	7	16000	320	-0.7793523750398582	-38.96761875199291	9.591239131988589	-18.930394522200444	-74.83795550948233	50.0	0.0	144000	2880	-38.96761875199291	0.003166509230037424	0.3245256	192.81427	0.0699555440346314	0.06749502844711816
253.14690279960632	8	16000	320	-0.7261758080210476	-36.30879040105238	9.220493364158546	-19.52221460574785	-68.52489675896341	50.0	0.0	160000	3200	-36.30879040105238	0.0032815978748927136	0.3200546	175.71082	0.06384705813588556	0.06177574918966417
283.4068865776062	9	16000	320	-0.6891063117578518	-34.455315587892585	8.377231372025287	-18.22281720908242	-61.950899745297235	50.0	0.0	176000	3520	-34.455315587892585	0.003401475349193455	0.3161083	156.2442	0.06563121380128678	0.06282593391123736
315.116250038147	10	16000	320	-0.6563139413641625	-32.815697068208124	7.323297125010246	-16.290772823410688	-56.78669824238248	50.0	0.0	192000	3840	-32.815697068208124	0.0035050115932528745	0.30984867	146.6785	0.06906297012170633	0.06434799728124892
348.814572095871	11	16000	320	-0.6249824262609736	-31.249121313048683	6.888681355985762	-17.0195121926417	-52.78674772749316	50.0	0.0	208000	4160	-31.249121313048683	0.0036082763982981493	0.3046469	149.96855	0.07196916235554818	0.06678640121741534
381.1873936653137	12	16000	320	-0.6144146716575655	-30.720733582878275	6.380548925264652	-16.39577771598497	-48.12939491562791	50.0	0.0	224000	4480	-30.720733582878275	0.00370335652485282	0.29915577	153.07745	0.05468315717896449	0.05194327330062204
411.87782526016235	13	16000	320	-0.5832461157312171	-29.162305786560847	5.835652997607186	-16.447041918655245	-50.99073089270649	50.0	0.0	240000	4800	-29.162305786560847	0.0038055930423948003	0.29470515	134.7394	0.055277086528664934	0.05247316296243522
441.7592487335205	14	16000	320	-0.5701500322058394	-28.507501610291968	5.795613507906679	-15.233763456440805	-49.93061515790713	50.0	0.0	256000	5120	-28.507501610291968	0.003908952543539715	0.2899639	105.84764	0.055966720816809486	0.05131798465046446
471.5157222747803	15	16000	320	-0.5461993216674456	-27.309966083372284	5.246462069379659	-15.291172720667253	-41.62009490552235	50.0	0.0	272000	5440	-27.309966083372284	0.00400496298794399	0.28491527	126.953514	0.05148070236283296	0.047453584463713144
501.2602458000183	16	16000	320	-0.5264701893460485	-26.323509467302426	5.198502403004923	-15.351630735819716	-44.01195699311386	50.0	0.0	288000	5760	-26.323509467302426	0.004092220362939138	0.27995473	130.01862	0.057112009131932207	0.05379699832123629
531.2993760108948	17	16000	320	-0.5095643237108937	-25.47821618554468	4.865250482866113	-14.827699001187888	-37.466579847209914	50.0	0.0	304000	6080	-25.47821618554468	0.0041884015909619265	0.276371	117.37161	0.05384571751122629	0.049955909384673224
561.2219421863556	18	16000	320	-0.49020826364471154	-24.510413182235574	4.862070117920351	-13.299296213785254	-36.787007791005365	50.0	0.0	320000	6400	-24.510413182235574	0.004278247695555766	0.27207023	103.63221	0.05367206567832589	0.050090987673436775
591.3327207565308	19	16000	320	-0.4775597468568584	-23.87798734284292	4.5717361272155745	-13.22031823108826	-35.2877238165683	50.0	0.0	336000	6720	-23.87798734284292	0.00436563555484464	0.26782563	107.992134	0.05609729612703531	0.05395710712097026
621.5008871555328	20	16000	320	-0.46107157084795247	-23.053578542397624	4.297605134157784	-13.857982350037835	-35.40906373600853	50.0	0.0	352000	7040	-23.053578542397624	0.004450773934163025	0.2631462	98.6676	0.054849525943524	0.052643061338952905
651.7365980148315	21	16000	320	-0.44218656746256324	-22.10932837312816	4.028095444039028	-12.972294231342667	-32.74733000181057	50.0	0.0	368000	7360	-22.10932837312816	0.004534472964952518	0.25863484	98.33813	0.050498284579205945	0.04823922816444469
684.5907716751099	22	16000	320	-0.4358038835299357	-21.790194176496783	3.8690643566410143	-13.963899188134494	-33.71268774522299	50.0	0.0	384000	7680	-21.790194176496783	0.004619700494968307	0.2544034	92.92468	0.049770879618950076	0.047070613257424995
719.9085001945496	23	16000	320	-0.42694612517539277	-21.34730625876964	3.9332739581752176	-12.490704014356258	-32.350749290208405	50.0	0.0	400000	8000	-21.34730625876964	0.004703859845818261	0.25105596	94.19385	0.047483706140296685	0.04612206553873174
750.8912341594696	24	16000	320	-0.3983682604691801	-19.918413023459003	3.979035541574976	-10.81762371537867	-29.20115100928051	50.0	0.0	416000	8320	-19.918413023459003	0.004787366598888558	0.24753919	85.79966	0.04900156791922739	0.047487840016040506
780.9836192131042	25	16000	320	-0.398287446009185	-19.914372300459245	3.979503932543931	-9.082424836608343	-29.67103109742424	50.0	0.0	432000	8640	-19.914372300459245	0.004868595922800842	0.24396773	83.47996	0.054923850883758354	0.05129133899915547
812.0407347679138	26	16000	320	-0.3820125777435871	-19.10062888717935	3.98288537690267	-9.556445035668986	-29.21644224444666	50.0	0.0	448000	8960	-19.10062888717935	0.004944748870241746	0.24035633	95.64629	0.05435296370714936	0.0516272376103247
