Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	NrmseBefore(AE)	NrmseAfter(AE)
17.367881536483765	0	16035	979	-0.4267899222274911	-6.8957213642326645	3.6210617122702278	3.273073395574081	-17.356563015978875	16.378958120531156	2.342136679621743	32064	2230	-6.8957213642326645	0.008064171593721423	0.3668404	114.3724	0.008856463690367073	0.008827289624287258
29.57365131378174	1	16054	858	-0.23649988601411082	-4.390911806971752	3.9340447929297637	6.870590783475874	-14.571507636762206	18.710955710955712	3.5022997799476316	48118	3088	-4.390911806971752	0.008448518313590395	0.36808133	113.52117	0.010863340734551299	0.01075770755947999
41.922502279281616	2	16052	851	-0.10037873044465627	-1.971379317776847	4.22347356787016	14.339652215282038	-13.550588519242577	18.862514688601646	4.002777270065878	64170	3939	-1.971379317776847	0.008564293324387445	0.3688916	115.61696	0.018355125845208476	0.01751554462874927
54.16377329826355	3	16024	832	0.004883624933348181	0.06659202450928971	3.9823509986728673	17.16477548595557	-10.803980115154076	19.259615384615383	4.637576854655913	80194	4771	0.06659202450928971	0.00879115887413222	0.3689735	105.90171	0.061485163910479035	0.055880525140720526
66.54506492614746	4	16041	825	0.0990121582332391	1.940092084747931	4.0476910813758815	20.576838255258323	-10.569992480359442	19.443636363636365	5.194592653660686	96235	5596	1.940092084747931	0.008929606027305996	0.36900735	119.38222	0.060550989417135964	0.05640553427454721
78.93679738044739	5	16047	785	0.18638200454390894	4.1209191091527275	4.8143410644991915	28.178048591051464	-9.424997547067354	20.44203821656051	6.543496089140971	112282	6381	4.1209191091527275	0.008583235138131357	0.3682841	164.58101	0.06750545773184796	0.06281527593924173
91.4653787612915	6	16056	703	0.29459445939685575	7.301974226588057	5.980416512278332	38.83337182505717	-6.998080865157577	22.839260312944525	7.911030563319386	128338	7084	7.301974226588057	0.00799215634731762	0.36527535	206.96898	0.04971240718826265	0.045633205228335715
104.02506303787231	7	16058	583	0.39939174077839185	11.72099432756098	7.199251955295326	38.16732884681912	-4.495174537175593	27.543739279588337	9.371193649096618	144396	7667	11.72099432756098	0.007117416470664445	0.36297572	288.29153	0.04280932122533278	0.03936410925699494
116.53611469268799	8	16062	475	0.5317600097233888	18.504347975610575	7.816802665272603	54.62280665287294	-2.23020720313436	33.81473684210526	9.099415463251097	160458	8142	18.504347975610575	0.006259397714891058	0.36099544	341.4034	0.04945946613074443	0.04307919956303806
129.4372956752777	9	16111	408	0.6130774057681456	24.430409593775146	7.4330535399808415	57.634011059288135	5.480116566329434	39.48774509803921	7.673793372207693	176569	8550	24.430409593775146	0.0057982667423723665	0.35562477	274.98923	0.051959183975592016	0.04629974702787895
142.04465222358704	10	16091	367	0.6829828281038944	30.34579359122103	9.551976302998456	80.5298616618464	7.883318292944154	43.844686648501366	8.092474241122286	192660	8917	30.34579359122103	0.005130590062846987	0.35593763	353.0635	0.057298701740977204	0.05021525142671062
154.5539379119873	11	16063	314	0.7720705988638332	40.21955136931609	13.831029353710289	148.74894642895347	7.721910009557976	51.15605095541401	9.621723282621458	208723	9231	40.21955136931609	0.003975714077899101	0.3530816	432.96207	0.04841161529678718	0.043803018425259375
167.45138478279114	12	16039	266	0.869856505694617	54.40981994855578	26.779092874719	202.90438864504182	21.8788768393156	60.296992481203006	12.678727906646255	224762	9497	54.40981994855578	0.002275964269341088	0.3579344	1008.70013	0.011062313678571892	0.01020664370496782
180.32882595062256	13	16103	206	1.123679174823576	94.23580660849026	53.91482127153246	230.80585806362188	18.895309019763502	78.16990291262135	20.45775346145327	240865	9703	94.23580660849026	0.0010409239322662813	0.35774907	1715.8647	0.022897992574113298	0.020700323618187147
193.09450006484985	14	16056	157	1.5059299821150125	156.50728198353048	46.09964569068155	231.76622318058995	38.286602374679184	102.26751592356688	16.345934715624356	256921	9860	156.50728198353048	0.0007162552885215493	0.35616085	2187.1519	0.014688023998861618	0.01342000250004566
206.16914629936218	15	16195	147	1.6647660332864167	184.741342604014	39.97055262677885	257.06446188498944	41.81736443714615	110.17006802721089	16.69468698313209	273116	10007	184.741342604014	0.0006182748397456534	0.35319567	1533.0162	0.02640564197890361	0.024086348648192823
219.5893862247467	16	16301	143	1.6350559798044262	188.45853650445503	45.06032909468781	269.44921181627876	32.58795464079614	113.99300699300699	19.2664411683543	289417	10150	188.45853650445503	0.000568337517789195	0.35217273	1145.6173	0.012523891442385549	0.011971665225820816
233.4795789718628	17	16166	131	1.6664328603081022	206.68014694926902	37.50225086511674	305.99709112500113	29.05688974493446	123.40458015267176	18.920395161518243	305583	10281	206.68014694926902	0.0005253548101094544	0.34872088	1662.5409	0.031648145678319514	0.030218593183277544
246.73178339004517	18	16284	127	1.6810173644027027	215.30878098319488	31.865884654553	277.72818877861437	69.4024288266606	128.2204724409449	18.491927749771893	321867	10408	215.30878098319488	0.0005033003391705485	0.34885845	1347.0106	0.07229886719624644	0.06847991038007184
260.896550655365	19	16283	118	1.624306876390805	224.2650639709295	39.31000469559154	311.9383391071733	55.14322182455248	137.9915254237288	18.463200120510844	338150	10526	224.2650639709295	0.00048278509345576424	0.3495508	1477.3907	0.046374231182553925	0.04455268306210942
