Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	NrmseBefore(AE)	NrmseAfter(AE)
24.43823218345642	0	16047	120	-0.5569354069897048	-69.45304778198646	92.55677958130579	26.185491966595592	-332.6178997936271	133.725	170.92195892180345	32099	502	-69.45304778198646	0.00044952783158622937	0.36622918	669.7644	0.008788015231540727	0.00877686379206207
58.092609167099	1	16465	115	-0.527862721052708	-64.83758879648076	83.39567264012702	25.221566026042424	-405.2785502577027	143.17391304347825	172.01538156043992	48564	617	-64.83758879648076	0.0004467508984343595	0.3650622	713.6485	0.07906864921241516	0.07533647746137435
92.50978589057922	2	16118	136	-0.48455614849989354	-43.39022316471183	62.06431712716654	74.64230538684987	-278.41847511221897	118.51470588235294	156.41813237818113	64682	753	-43.39022316471183	0.0004444595809039999	0.36384028	661.9477	0.12641983728114972	0.12060100714352076
126.3568422794342	3	16050	133	-0.4812162508574568	-47.01535069643915	63.45759394508779	24.84449369274906	-311.80804753913276	120.67669172932331	156.93916971412557	80732	886	-43.39022316471183	0.0004268596564370845	0.36283243	699.9315	0.152686035523188	0.1470793341835563
157.80430841445923	4	16388	133	-0.5358956131534099	-49.14335196194291	62.52132464731223	26.440019570426905	-261.15911610433704	123.21804511278195	159.76690437798524	97120	1019	-43.39022316471183	0.0003962036990061803	0.36140147	984.7872	0.15114237215354276	0.14539102719750252
189.96759223937988	5	16389	155	-0.41159146354040693	-34.140464333504276	50.61399881326257	25.653723828962303	-217.5070237606041	105.73548387096774	144.80714994909187	113509	1174	-34.140464333504276	0.0003858885824568357	0.36116156	788.9371	0.1441099363051353	0.13883607991320804
225.26669764518738	6	16012	126	-0.39961503615211524	-40.94494237305095	60.788116728442866	107.40177728246924	-315.3557697704065	127.07936507936508	162.6068197468	129521	1300	-34.140464333504276	0.0003661321001119395	0.360489	864.9281	0.1442762732279426	0.13939196823222497
258.1228652000427	7	16005	140	-0.4808092068865073	-41.207146052583624	59.498494099839775	40.13315262215038	-290.74825145043786	114.32142857142857	156.79154805287283	145526	1440	-34.140464333504276	0.00035868848424656957	0.35942972	826.30505	0.12034490362495656	0.11701434747305657
291.69123244285583	8	16463	136	-0.44920833128831406	-36.369444695098316	46.12965741920425	41.45359019632298	-191.22600244463044	121.05147058823529	168.82122984061039	161989	1576	-34.140464333504276	0.00034871960977661846	0.3586099	974.3532	0.1220524717588463	0.11845348890853175
325.1050877571106	9	16060	143	-0.3914225594434369	-34.493708599852624	48.16487753906991	48.27115617692139	-214.36899758984396	112.3076923076923	147.60347707396636	178049	1719	-34.140464333504276	0.00033941826603506726	0.35824025	1002.7223	0.12633179723741972	0.12084024978010471
357.3252019882202	10	16010	140	-0.3089100518721683	-28.15529149383439	39.35626339465648	35.661939769403276	-172.46309023696563	114.35714285714286	153.21283382595462	194059	1859	-28.15529149383439	0.00033619335382940554	0.35728997	945.68933	0.13413607898734137	0.1273900979147626
390.6214556694031	11	16316	166	-0.3888474658264444	-29.201106428894228	43.15122227516825	44.06223765579144	-164.29491889266677	98.28915662650603	135.0921176230021	210375	2025	-28.15529149383439	0.0003380481780777924	0.35699138	758.3885	0.12562821868556412	0.12103832537761194
423.20826721191406	12	16014	140	-0.33902583000644665	-30.20875174626396	42.16318151327364	55.1374692887497	-214.7607975349927	114.38571428571429	150.71124641485244	226389	2165	-28.15529149383439	0.0003335580052245863	0.35671473	985.00574	0.15613752294163408	0.1512221276041622
454.9906094074249	13	16062	145	-0.3793699976307582	-26.83241369392066	42.029262881407476	50.006229557300486	-188.31101229160862	110.77241379310345	156.2764016790757	242451	2310	-26.83241369392066	0.0003354563913342917	0.35612217	749.17566	0.12673637793747689	0.12259050968800932
487.03785967826843	14	16295	140	-0.2696319593486418	-24.309831138977838	44.72295778826591	74.23815302860308	-212.37684384089772	116.39285714285714	160.37004959194363	258746	2450	-24.309831138977838	0.00033247572876710194	0.3556049	909.0369	0.15380790587676837	0.14740820424729378
519.335039138794	15	16005	143	-0.3529199738385841	-26.151733669574686	38.61442407448612	38.61184703378859	-240.16602418451552	111.92307692307692	152.46813616089986	274751	2593	-24.309831138977838	0.0003286712188062088	0.35452467	891.77747	0.11252995950255475	0.10929541029298266
550.6987209320068	16	16102	158	-0.29522332514399224	-19.10408529300992	34.60868134876634	60.62701417556355	-139.61221799871288	101.9113924050633	141.9451391504512	290853	2751	-19.10408529300992	0.0003266899012679411	0.35371983	914.5693	0.09856614580068074	0.09445632335687316
582.2533745765686	17	16006	149	-0.2837653235708162	-19.77949629394305	33.316404909675626	78.09085377191705	-157.1970993567281	107.42281879194631	146.81615135295803	306859	2900	-19.10408529300992	0.00032460172523868106	0.35263562	859.32697	0.11256002229503251	0.11012489098586403
614.0787284374237	18	16174	166	-0.30577912662353574	-22.5582568922904	38.11212836477306	37.46033507267009	-170.70477449182076	97.43373493975903	136.25080459769808	323033	3066	-19.10408529300992	0.0003242574717868323	0.3521555	906.8751	0.09971740283654058	0.09800765050842823
646.2377953529358	19	16324	158	-0.2956847233637322	-19.71767897228932	31.158857662275963	47.02936518449656	-134.71575838576672	103.31645569620254	140.25280468810936	339357	3224	-19.10408529300992	0.0003230070363059691	0.35163844	805.35913	0.11603567685030605	0.11279084057685561
678.2672452926636	20	16026	142	-0.2272115059692581	-17.66868000857308	32.991648063430134	53.833376426840566	-199.54302016267485	112.85915492957747	153.83563533160125	355383	3366	-17.66868000857308	0.00032001339664480247	0.3506453	965.7986	0.12843440342501333	0.12460686678321267
709.1614334583282	21	16008	162	-0.23538935532489388	-15.526388048943144	27.07192592125764	77.71756599391102	-98.6728819009684	98.81481481481481	136.45793555371924	371391	3528	-15.526388048943144	0.0003207833890979882	0.34990436	804.9163	0.11058689721497991	0.1074497686434486
740.6677775382996	22	16055	200	-0.18122332462300805	-11.616179493689293	30.696079256295082	88.33040228052849	-137.36076832653157	80.275	110.80148633930865	387446	3728	-11.616179493689293	0.00032379035304017724	0.3496095	594.0059	0.09168724683861287	0.08785897539570608
772.3605065345764	23	16381	194	-0.25881246650516343	-13.502415600260344	25.18477192213359	69.0706791020027	-127.11684306943502	84.4381443298969	137.42881489544615	403827	3922	-11.616179493689293	0.00032616606746736375	0.34903753	650.4865	0.12822427101871917	0.1256175019917151
804.3060111999512	24	16044	170	-0.17513262696214782	-12.22822264443655	32.08314856354536	101.87729883927972	-154.7633305149149	94.37647058823529	133.22422288763346	419871	4092	-11.616179493689293	0.0003267201436833913	0.34868857	804.38074	0.0460145886326136	0.04508871016375744
836.1368834972382	25	16013	179	-0.19593371827925868	-11.683293269928681	30.410895061666405	53.255622771404575	-155.93516294372245	89.45810055865921	131.36159391606307	435884	4271	-11.616179493689293	0.00032668892756555334	0.3482156	718.7299	0.11299842310067514	0.11099344479179468
866.88223528862	26	16424	210	-0.18740522426000855	-8.161803902789153	27.338342866412624	85.64238798156865	-127.12783800997816	78.20952380952382	115.20707610857733	452308	4481	-8.161803902789153	0.0003282191442283348	0.34811366	674.505	0.10844818146304931	0.10379492520508973
899.5789890289307	27	16060	181	-0.16324292478218624	-11.723632086843834	32.40545401448605	54.016754043834325	-154.74411040008314	88.7292817679558	122.34584922315949	468368	4662	-8.161803902789153	0.0003287655945196751	0.34801313	780.0479	0.11199273470218284	0.10852958333468957
